subject,slice,filter,psnr,ssim
T1CE_to_SRI_defaced,68,median,36.2639,0.985
T1CE_to_SRI_defaced,69,gaussian,32.6366,0.9667
T1CE_to_SRI_defaced,69,mean,33.3973,0.9718
T1CE_to_SRI_defaced,69,median,36.4062,0.9849
T1CE_to_SRI_defaced,70,gaussian,33.1576,0.968
T1CE_to_SRI_defaced,70,mean,33.8938,0.9728
T1CE_to_SRI_defaced,70,median,36.8596,0.9853
T1CE_to_SRI_defaced,71,gaussian,33.8414,0.9701
T1CE_to_SRI_defaced,71,mean,34.6057,0.9747
T1CE_to_SRI_defaced,71,median,37.5685,0.9865
T1CE_to_SRI_defaced,72,gaussian,33.4552,0.9697
T1CE_to_SRI_defaced,72,mean,34.2382,0.9744
T1CE_to_SRI_defaced,72,median,37.2706,0.9862
T1CE_to_SRI_defaced,73,gaussian,34.2225,0.9714
T1CE_to_SRI_defaced,73,mean,35.0124,0.9759
T1CE_to_SRI_defaced,73,median,38.2471,0.9873
T1CE_to_SRI_defaced,74,gaussian,34.9065,0.9728
T1CE_to_SRI_defaced,74,mean,35.6487,0.977
T1CE_to_SRI_defaced,74,median,38.8199,0.988
T1CE_to_SRI_defaced,75,gaussian,34.3785,0.9723
T1CE_to_SRI_defaced,75,mean,35.1595,0.9768
T1CE_to_SRI_defaced,75,median,38.3675,0.988
T1CE_to_SRI_defaced,76,gaussian,34.133,0.9721
T1CE_to_SRI_defaced,76,mean,34.9526,0.9769
T1CE_to_SRI_defaced,76,median,38.2349,0.9881
T1CE_to_SRI_defaced,77,gaussian,34.0995,0.9723
T1CE_to_SRI_defaced,77,mean,34.9238,0.977
T1CE_to_SRI_defaced,77,median,38.2344,0.9882
T1CE_to_SRI_defaced,78,gaussian,34.528,0.9731
T1CE_to_SRI_defaced,78,mean,35.3167,0.9776
T1CE_to_SRI_defaced,78,median,38.6645,0.9886
T1CE_to_SRI_defaced,79,gaussian,34.8181,0.9738
T1CE_to_SRI_defaced,79,mean,35.6092,0.9782
T1CE_to_SRI_defaced,79,median,38.8851,0.9888
T1CE_to_SRI_defaced,80,gaussian,34.6276,0.9738
T1CE_to_SRI_defaced,80,mean,35.4495,0.9782
T1CE_to_SRI_defaced,80,median,38.5122,0.9887
T1CE_to_SRI_defaced,81,gaussian,34.1491,0.9733
T1CE_to_SRI_defaced,81,mean,34.9762,0.9778
T1CE_to_SRI_defaced,81,median,38.069,0.9886
T1CE_to_SRI_defaced,82,gaussian,34.6664,0.9746
T1CE_to_SRI_defaced,82,mean,35.4712,0.9789
T1CE_to_SRI_defaced,82,median,38.5336,0.9893
T1CE_to_SRI_defaced,83,gaussian,33.9268,0.9733
T1CE_to_SRI_defaced,83,mean,34.7488,0.9778
T1CE_to_SRI_defaced,83,median,37.7339,0.9887
T1CE_to_SRI_defaced,84,gaussian,33.4025,0.9724
T1CE_to_SRI_defaced,84,mean,34.2782,0.977
T1CE_to_SRI_defaced,84,median,37.296,0.9883
T1CE_to_SRI_defaced,85,gaussian,33.2938,0.9726
T1CE_to_SRI_defaced,85,mean,34.1907,0.9771
T1CE_to_SRI_defaced,85,median,37.2065,0.9883
T1CE_to_SRI_defaced,86,gaussian,33.4706,0.9729
T1CE_to_SRI_defaced,86,mean,34.353,0.9774
T1CE_to_SRI_defaced,86,median,37.4005,0.9883
T1_to_SRI_defaced,67,gaussian,32.0999,0.9713
T1_to_SRI_defaced,67,mean,32.982,0.9765
T1_to_SRI_defaced,67,median,36.2215,0.9888
T1_to_SRI_defaced,68,gaussian,32.6391,0.9724
T1_to_SRI_defaced,68,mean,33.5228,0.9773
T1_to_SRI_defaced,68,median,36.8482,0.9893
T1_to_SRI_defaced,69,gaussian,32.3092,0.9718
T1_to_SRI_defaced,69,mean,33.162,0.9767
T1_to_SRI_defaced,69,median,36.2161,0.989
T1_to_SRI_defaced,70,gaussian,32.242,0.972
T1_to_SRI_defaced,70,mean,33.1165,0.9769
T1_to_SRI_defaced,70,median,36.4021,0.9894
T1_to_SRI_defaced,71,gaussian,32.5695,0.9728
T1_to_SRI_defaced,71,mean,33.4692,0.9778
T1_to_SRI_defaced,71,median,36.7613,0.9898
T1_to_SRI_defaced,72,gaussian,32.7055,0.9731
T1_to_SRI_defaced,72,mean,33.603,0.9781
T1_to_SRI_defaced,72,median,36.862,0.9895
T1_to_SRI_defaced,73,gaussian,32.3577,0.9726
T1_to_SRI_defaced,73,mean,33.2186,0.9776
T1_to_SRI_defaced,73,median,36.4149,0.9893
T1_to_SRI_defaced,74,gaussian,32.2393,0.9728
T1_to_SRI_defaced,74,mean,33.1076,0.9778
T1_to_SRI_defaced,74,median,36.3409,0.9894
T1_to_SRI_defaced,75,gaussian,32.3908,0.9733
T1_to_SRI_defaced,75,mean,33.2908,0.9784
T1_to_SRI_defaced,75,median,36.704,0.9904
T1_to_SRI_defaced,76,gaussian,32.5237,0.9736
T1_to_SRI_defaced,76,mean,33.4401,0.9787
T1_to_SRI_defaced,76,median,37.0022,0.9906
T1_to_SRI_defaced,77,gaussian,32.6491,0.9739
T1_to_SRI_defaced,77,mean,33.5369,0.9789
T1_to_SRI_defaced,77,median,37.1772,0.9909
T1_to_SRI_defaced,78,gaussian,32.4558,0.9736
T1_to_SRI_defaced,78,mean,33.3399,0.9787
T1_to_SRI_defaced,78,median,36.926,0.9908
T1_to_SRI_defaced,79,gaussian,32.8168,0.9745
T1_to_SRI_defaced,79,mean,33.7214,0.9794
T1_to_SRI_defaced,79,median,37.3328,0.991
T1_to_SRI_defaced,80,gaussian,32.7558,0.9744
T1_to_SRI_defaced,80,mean,33.688,0.9794
T1_to_SRI_defaced,80,median,37.2328,0.9907
T1_to_SRI_defaced,81,gaussian,32.5757,0.9742
T1_to_SRI_defaced,81,mean,33.4986,0.9792
T1_to_SRI_defaced,81,median,36.8194,0.9904
T1_to_SRI_defaced,82,gaussian,32.698,0.9744
T1_to_SRI_defaced,82,mean,33.5978,0.9792
T1_to_SRI_defaced,82,median,36.7277,0.9902
T1_to_SRI_defaced,83,gaussian,32.8099,0.975
T1_to_SRI_defaced,83,mean,33.7664,0.9798
T1_to_SRI_defaced,83,median,36.9344,0.9906
T1_to_SRI_defaced,84,gaussian,32.8305,0.9754
T1_to_SRI_defaced,84,mean,33.8239,0.9802
T1_to_SRI_defaced,84,median,37.0264,0.9908
T1_to_SRI_defaced,85,gaussian,33.1115,0.9759
T1_to_SRI_defaced,85,mean,34.103,0.9806
T1_to_SRI_defaced,85,median,37.5132,0.9912
T1_to_SRI_defaced,86,gaussian,33.1338,0.9759
T1_to_SRI_defaced,86,mean,34.111,0.9805
T1_to_SRI_defaced,86,median,37.5456,0.9913
FL_to_SRI_defaced,67,gaussian,29.8285,0.9463
FL_to_SRI_defaced,67,mean,30.3513,0.952
FL_to_SRI_defaced,67,median,32.532,0.9686
FL_to_SRI_defaced,68,gaussian,30.3311,0.9481
FL_to_SRI_defaced,68,mean,30.8754,0.9536
FL_to_SRI_defaced,68,median,33.1143,0.9696
FL_to_SRI_defaced,69,gaussian,30.8063,0.9493
FL_to_SRI_defaced,69,mean,31.3353,0.9544
FL_to_SRI_defaced,69,median,33.3673,0.9698
FL_to_SRI_defaced,70,gaussian,29.4671,0.9441
FL_to_SRI_defaced,70,mean,30.0009,0.9495
FL_to_SRI_defaced,70,median,32.0037,0.966
FL_to_SRI_defaced,71,gaussian,30.0226,0.9466
FL_to_SRI_defaced,71,mean,30.5768,0.9518
FL_to_SRI_defaced,71,median,32.5958,0.9678
FL_to_SRI_defaced,72,gaussian,30.0684,0.947
FL_to_SRI_defaced,72,mean,30.6212,0.9523
FL_to_SRI_defaced,72,median,32.5602,0.9679
FL_to_SRI_defaced,73,gaussian,30.9311,0.9499
FL_to_SRI_defaced,73,mean,31.513,0.955
FL_to_SRI_defaced,73,median,33.7645,0.9705
FL_to_SRI_defaced,74,gaussian,31.6404,0.9523
FL_to_SRI_defaced,74,mean,32.2597,0.9575
FL_to_SRI_defaced,74,median,34.731,0.9726
FL_to_SRI_defaced,75,gaussian,30.4789,0.9485
FL_to_SRI_defaced,75,mean,31.1029,0.9541
FL_to_SRI_defaced,75,median,33.5831,0.9701
FL_to_SRI_defaced,76,gaussian,30.7474,0.9497
FL_to_SRI_defaced,76,mean,31.3721,0.9554
FL_to_SRI_defaced,76,median,33.9654,0.9715
FL_to_SRI_defaced,77,gaussian,31.1343,0.9508
FL_to_SRI_defaced,77,mean,31.7653,0.9564
FL_to_SRI_defaced,77,median,34.4548,0.9724
FL_to_SRI_defaced,78,gaussian,31.1488,0.9508
FL_to_SRI_defaced,78,mean,31.7833,0.9566
FL_to_SRI_defaced,78,median,34.5817,0.973
FL_to_SRI_defaced,79,gaussian,31.6201,0.9524
FL_to_SRI_defaced,79,mean,32.2308,0.9581
FL_to_SRI_defaced,79,median,34.946,0.9745
FL_to_SRI_defaced,80,gaussian,32.1977,0.9537
FL_to_SRI_defaced,80,mean,32.8136,0.9592
FL_to_SRI_defaced,80,median,35.2849,0.9745
FL_to_SRI_defaced,81,gaussian,31.0106,0.9492
FL_to_SRI_defaced,81,mean,31.6171,0.9549
FL_to_SRI_defaced,81,median,33.8673,0.9709
FL_to_SRI_defaced,82,gaussian,30.8973,0.9494
FL_to_SRI_defaced,82,mean,31.5185,0.9552
FL_to_SRI_defaced,82,median,33.729,0.9708
FL_to_SRI_defaced,83,gaussian,31.0434,0.9501
FL_to_SRI_defaced,83,mean,31.697,0.9559
FL_to_SRI_defaced,83,median,33.9242,0.9711
FL_to_SRI_defaced,84,gaussian,30.5315,0.9478
FL_to_SRI_defaced,84,mean,31.1896,0.9537
FL_to_SRI_defaced,84,median,33.4729,0.9698
FL_to_SRI_defaced,85,gaussian,29.775,0.9449
FL_to_SRI_defaced,85,mean,30.4044,0.9507
FL_to_SRI_defaced,85,median,32.6359,0.9676
FL_to_SRI_defaced,86,gaussian,29.8524,0.9449
FL_to_SRI_defaced,86,mean,30.4845,0.9505
FL_to_SRI_defaced,86,median,32.8136,0.9672
T2_to_SRI_defaced,67,gaussian,31.0682,0.9365
T2_to_SRI_defaced,67,mean,31.1924,0.9366
T2_to_SRI_defaced,67,median,33.7197,0.9532
T2_to_SRI_defaced,68,gaussian,30.9407,0.9371
T2_to_SRI_defaced,68,mean,31.0776,0.9369
T2_to_SRI_defaced,68,median,33.62,0.9531
T2_to_SRI_defaced,69,gaussian,31.0926,0.9388
T2_to_SRI_defaced,69,mean,31.2538,0.9385
T2_to_SRI_defaced,69,median,33.7278,0.9532
T2_to_SRI_defaced,70,gaussian,31.636,0.9406
T2_to_SRI_defaced,70,mean,31.7855,0.9397
T2_to_SRI_defaced,70,median,34.1235,0.9528
T2_to_SRI_defaced,71,gaussian,31.7236,0.9412
T2_to_SRI_defaced,71,mean,31.8548,0.94
T2_to_SRI_defaced,71,median,34.0481,0.9527
T2_to_SRI_defaced,72,gaussian,32.0966,0.943
T2_to_SRI_defaced,72,mean,32.2032,0.9417
T2_to_SRI_defaced,72,median,34.2125,0.9537
T2_to_SRI_defaced,73,gaussian,32.3646,0.9439
T2_to_SRI_defaced,73,mean,32.448,0.943
T2_to_SRI_defaced,73,median,34.3495,0.9547
T2_to_SRI_defaced,74,gaussian,32.7048,0.9443
T2_to_SRI_defaced,74,mean,32.7468,0.9433
T2_to_SRI_defaced,74,median,34.5705,0.9546
T2_to_SRI_defaced,75,gaussian,32.5873,0.9435
T2_to_SRI_defaced,75,mean,32.5776,0.9422
T2_to_SRI_defaced,75,median,34.2849,0.9528
T2_to_SRI_defaced,76,gaussian,32.3888,0.9421
T2_to_SRI_defaced,76,mean,32.3204,0.9404
T2_to_SRI_defaced,76,median,33.8393,0.9507
T2_to_SRI_defaced,77,gaussian,32.2656,0.9407
T2_to_SRI_defaced,77,mean,32.1765,0.9388
T2_to_SRI_defaced,77,median,33.6193,0.949
T2_to_SRI_defaced,78,gaussian,32.3145,0.9399
T2_to_SRI_defaced,78,mean,32.2193,0.9377
T2_to_SRI_defaced,78,median,33.8009,0.9483
T2_to_SRI_defaced,79,gaussian,32.3277,0.939
T2_to_SRI_defaced,79,mean,32.2537,0.9368
T2_to_SRI_defaced,79,median,33.9561,0.9478
T2_to_SRI_defaced,80,gaussian,32.5258,0.9395
T2_to_SRI_defaced,80,mean,32.4682,0.9375
T2_to_SRI_defaced,80,median,34.173,0.9486
T2_to_SRI_defaced,81,gaussian,32.3444,0.9395
T2_to_SRI_defaced,81,mean,32.2978,0.9377
T2_to_SRI_defaced,81,median,34.0171,0.9491
T2_to_SRI_defaced,82,gaussian,32.254,0.9393
T2_to_SRI_defaced,82,mean,32.2186,0.9374
T2_to_SRI_defaced,82,median,34.0806,0.9496
T2_to_SRI_defaced,83,gaussian,32.2306,0.9397
T2_to_SRI_defaced,83,mean,32.2055,0.9377
T2_to_SRI_defaced,83,median,34.1261,0.9499
T2_to_SRI_defaced,84,gaussian,32.2526,0.9409
T2_to_SRI_defaced,84,mean,32.2327,0.939
T2_to_SRI_defaced,84,median,34.0987,0.9509
T2_to_SRI_defaced,85,gaussian,32.1767,0.9412
T2_to_SRI_defaced,85,mean,32.1302,0.9391
T2_to_SRI_defaced,85,median,33.8257,0.9501
T2_to_SRI_defaced,86,gaussian,32.5143,0.943
T2_to_SRI_defaced,86,mean,32.4309,0.9406
T2_to_SRI_defaced,86,median,34.0068,0.9508
T1CE_to_SRI_defaced,67,gaussian,31.7337,0.94
T1CE_to_SRI_defaced,67,mean,32.2253,0.9434
T1CE_to_SRI_defaced,67,median,34.8453,0.9576
T1CE_to_SRI_defaced,68,gaussian,32.4801,0.9431
T1CE_to_SRI_defaced,68,mean,32.9443,0.9464
T1CE_to_SRI_defaced,68,median,35.4927,0.9599
T1CE_to_SRI_defaced,69,gaussian,32.9308,0.9453
T1CE_to_SRI_defaced,69,mean,33.383,0.9486
T1CE_to_SRI_defaced,69,median,36.0543,0.9617
T1CE_to_SRI_defaced,70,gaussian,31.7168,0.9399
T1CE_to_SRI_defaced,70,mean,32.1435,0.9431
T1CE_to_SRI_defaced,70,median,34.8836,0.9575
T1CE_to_SRI_defaced,71,gaussian,32.0073,0.9422
T1CE_to_SRI_defaced,71,mean,32.4537,0.9454
T1CE_to_SRI_defaced,71,median,35.1446,0.9594
T1CE_to_SRI_defaced,72,gaussian,30.9953,0.9382
T1CE_to_SRI_defaced,72,mean,31.5051,0.9416
T1CE_to_SRI_defaced,72,median,34.0909,0.9554
T1CE_to_SRI_defaced,73,gaussian,31.2305,0.939
T1CE_to_SRI_defaced,73,mean,31.7658,0.9424
T1CE_to_SRI_defaced,73,median,34.4621,0.9565
T1CE_to_SRI_defaced,74,gaussian,30.5049,0.936
T1CE_to_SRI_defaced,74,mean,31.0669,0.9396
T1CE_to_SRI_defaced,74,median,33.7865,0.9532
T1CE_to_SRI_defaced,75,gaussian,30.2826,0.9356
T1CE_to_SRI_defaced,75,mean,30.8433,0.9392
T1CE_to_SRI_defaced,75,median,33.4964,0.9528
T1CE_to_SRI_defaced,76,gaussian,31.1134,0.9396
T1CE_to_SRI_defaced,76,mean,31.7048,0.9432
T1CE_to_SRI_defaced,76,median,34.4535,0.956
T1CE_to_SRI_defaced,77,gaussian,30.5867,0.9371
T1CE_to_SRI_defaced,77,mean,31.1723,0.9406
T1CE_to_SRI_defaced,77,median,34.0688,0.954
T1CE_to_SRI_defaced,78,gaussian,30.8798,0.938
T1CE_to_SRI_defaced,78,mean,31.4676,0.9414
T1CE_to_SRI_defaced,78,median,34.4219,0.9546
T1CE_to_SRI_defaced,79,gaussian,31.267,0.9392
T1CE_to_SRI_defaced,79,mean,31.8516,0.9425
T1CE_to_SRI_defaced,79,median,34.6639,0.9547
T1CE_to_SRI_defaced,80,gaussian,30.9367,0.9378
T1CE_to_SRI_defaced,80,mean,31.5535,0.9414
T1CE_to_SRI_defaced,80,median,34.3301,0.954
T1CE_to_SRI_defaced,81,gaussian,31.2237,0.9397
T1CE_to_SRI_defaced,81,mean,31.8548,0.9434
T1CE_to_SRI_defaced,81,median,34.672,0.9567
T1CE_to_SRI_defaced,82,gaussian,30.1642,0.9347
T1CE_to_SRI_defaced,82,mean,30.8066,0.9383
T1CE_to_SRI_defaced,82,median,33.6426,0.9525
T1CE_to_SRI_defaced,83,gaussian,30.638,0.9375
T1CE_to_SRI_defaced,83,mean,31.2675,0.9409
T1CE_to_SRI_defaced,83,median,33.9803,0.9533
T1CE_to_SRI_defaced,84,gaussian,30.6836,0.9393
T1CE_to_SRI_defaced,84,mean,31.3534,0.943
T1CE_to_SRI_defaced,84,median,34.2467,0.9554
T1CE_to_SRI_defaced,85,gaussian,32.2356,0.9478
T1CE_to_SRI_defaced,85,mean,32.9046,0.9515
T1CE_to_SRI_defaced,85,median,35.8178,0.9631
T1CE_to_SRI_defaced,86,gaussian,31.1232,0.9444
T1CE_to_SRI_defaced,86,mean,31.8428,0.9483
T1CE_to_SRI_defaced,86,median,34.836,0.9609
T1_to_SRI_defaced,67,gaussian,31.8995,0.9693
T1_to_SRI_defaced,67,mean,32.5027,0.9736
T1_to_SRI_defaced,67,median,35.1257,0.9857
T1_to_SRI_defaced,68,gaussian,32.0991,0.9703
T1_to_SRI_defaced,68,mean,32.7459,0.9745
T1_to_SRI_defaced,68,median,35.6954,0.9865
T1_to_SRI_defaced,69,gaussian,32.0438,0.9698
T1_to_SRI_defaced,69,mean,32.6852,0.9739
T1_to_SRI_defaced,69,median,35.7035,0.9863
T1_to_SRI_defaced,70,gaussian,31.7816,0.9683
T1_to_SRI_defaced,70,mean,32.3942,0.9726
T1_to_SRI_defaced,70,median,35.5036,0.9853
T1_to_SRI_defaced,71,gaussian,31.0651,0.9659
T1_to_SRI_defaced,71,mean,31.585,0.9701
T1_to_SRI_defaced,71,median,34.5419,0.9827
T1_to_SRI_defaced,72,gaussian,31.2226,0.9663
T1_to_SRI_defaced,72,mean,31.8192,0.9708
T1_to_SRI_defaced,72,median,34.6685,0.9827
T1_to_SRI_defaced,73,gaussian,31.3107,0.9695
T1_to_SRI_defaced,73,mean,32.0453,0.9744
T1_to_SRI_defaced,73,median,35.4498,0.986
T1_to_SRI_defaced,74,gaussian,32.1665,0.9734
T1_to_SRI_defaced,74,mean,33.1342,0.9784
T1_to_SRI_defaced,74,median,36.636,0.9887
T1_to_SRI_defaced,75,gaussian,32.2299,0.9744
T1_to_SRI_defaced,75,mean,33.2479,0.9795
T1_to_SRI_defaced,75,median,36.6878,0.9893
T1_to_SRI_defaced,76,gaussian,32.0971,0.9742
T1_to_SRI_defaced,76,mean,33.1303,0.9794
T1_to_SRI_defaced,76,median,36.5747,0.9892
T1_to_SRI_defaced,77,gaussian,31.9347,0.9733
T1_to_SRI_defaced,77,mean,32.9464,0.9784
T1_to_SRI_defaced,77,median,36.4263,0.9886
T1_to_SRI_defaced,78,gaussian,31.6543,0.9713
T1_to_SRI_defaced,78,mean,32.6158,0.9766
T1_to_SRI_defaced,78,median,36.0706,0.9875
T1_to_SRI_defaced,79,gaussian,31.4146,0.9692
T1_to_SRI_defaced,79,mean,32.3327,0.9746
T1_to_SRI_defaced,79,median,35.7969,0.9863
T1_to_SRI_defaced,80,gaussian,31.4476,0.9697
T1_to_SRI_defaced,80,mean,32.3911,0.975
T1_to_SRI_defaced,80,median,35.9431,0.9866
T1_to_SRI_defaced,81,gaussian,32.0575,0.9727
T1_to_SRI_defaced,81,mean,33.09,0.9779
T1_to_SRI_defaced,81,median,36.7097,0.9884
T1_to_SRI_defaced,82,gaussian,32.6051,0.9752
T1_to_SRI_defaced,82,mean,33.7293,0.9803
T1_to_SRI_defaced,82,median,37.4448,0.9898
T1_to_SRI_defaced,83,gaussian,32.924,0.9767
T1_to_SRI_defaced,83,mean,34.1136,0.9817
T1_to_SRI_defaced,83,median,37.7718,0.9906
T1_to_SRI_defaced,84,gaussian,32.9522,0.9771
T1_to_SRI_defaced,84,mean,34.1586,0.9821
T1_to_SRI_defaced,84,median,37.8821,0.9909
T1_to_SRI_defaced,85,gaussian,32.6822,0.9763
T1_to_SRI_defaced,85,mean,33.852,0.9813
T1_to_SRI_defaced,85,median,37.5895,0.9904
T1_to_SRI_defaced,86,gaussian,32.2508,0.9745
T1_to_SRI_defaced,86,mean,33.3478,0.9796
T1_to_SRI_defaced,86,median,36.9316,0.9893
FL_to_SRI_defaced,67,gaussian,29.9072,0.9135
FL_to_SRI_defaced,67,mean,30.1302,0.909
FL_to_SRI_defaced,67,median,31.8605,0.9207
FL_to_SRI_defaced,68,gaussian,30.1003,0.9187
FL_to_SRI_defaced,68,mean,30.3399,0.915
FL_to_SRI_defaced,68,median,32.1673,0.9268
FL_to_SRI_defaced,69,gaussian,29.9491,0.9186
FL_to_SRI_defaced,69,mean,30.1838,0.915
FL_to_SRI_defaced,69,median,32.12,0.9279
FL_to_SRI_defaced,70,gaussian,29.4639,0.914
FL_to_SRI_defaced,70,mean,29.6662,0.91
FL_to_SRI_defaced,70,median,31.6895,0.9239
FL_to_SRI_defaced,71,gaussian,29.1604,0.9092
FL_to_SRI_defaced,71,mean,29.419,0.9048
FL_to_SRI_defaced,71,median,31.522,0.9187
FL_to_SRI_defaced,72,gaussian,29.1354,0.9072
FL_to_SRI_defaced,72,mean,29.4311,0.9027
FL_to_SRI_defaced,72,median,31.5366,0.9163
FL_to_SRI_defaced,73,gaussian,29.1652,0.9096
FL_to_SRI_defaced,73,mean,29.5078,0.9054
FL_to_SRI_defaced,73,median,31.5941,0.9184
FL_to_SRI_defaced,74,gaussian,29.4742,0.916
FL_to_SRI_defaced,74,mean,29.8898,0.9126
FL_to_SRI_defaced,74,median,32.0666,0.9252
FL_to_SRI_defaced,75,gaussian,29.6859,0.9214
FL_to_SRI_defaced,75,mean,30.1576,0.9191
FL_to_SRI_defaced,75,median,32.3574,0.9316
FL_to_SRI_defaced,76,gaussian,29.7751,0.9235
FL_to_SRI_defaced,76,mean,30.2694,0.9217
FL_to_SRI_defaced,76,median,32.4805,0.9342
FL_to_SRI_defaced,77,gaussian,29.6289,0.9211
FL_to_SRI_defaced,77,mean,30.1072,0.9191
FL_to_SRI_defaced,77,median,32.3135,0.9318
FL_to_SRI_defaced,78,gaussian,29.246,0.9147
FL_to_SRI_defaced,78,mean,29.6777,0.912
FL_to_SRI_defaced,78,median,31.921,0.9253
FL_to_SRI_defaced,79,gaussian,28.9198,0.9088
FL_to_SRI_defaced,79,mean,29.3164,0.9056
FL_to_SRI_defaced,79,median,31.5765,0.9196
FL_to_SRI_defaced,80,gaussian,29.3137,0.9117
FL_to_SRI_defaced,80,mean,29.7197,0.9088
FL_to_SRI_defaced,80,median,32.0238,0.9229
FL_to_SRI_defaced,81,gaussian,29.8102,0.9182
FL_to_SRI_defaced,81,mean,30.2764,0.9159
FL_to_SRI_defaced,81,median,32.7125,0.9297
FL_to_SRI_defaced,82,gaussian,30.4249,0.9259
FL_to_SRI_defaced,82,mean,30.9691,0.9242
FL_to_SRI_defaced,82,median,33.5251,0.9373
FL_to_SRI_defaced,83,gaussian,30.9025,0.9313
FL_to_SRI_defaced,83,mean,31.5032,0.9301
FL_to_SRI_defaced,83,median,34.1107,0.9422
FL_to_SRI_defaced,84,gaussian,31.0218,0.9322
FL_to_SRI_defaced,84,mean,31.6319,0.9307
FL_to_SRI_defaced,84,median,34.2937,0.9423
FL_to_SRI_defaced,85,gaussian,30.7571,0.9282
FL_to_SRI_defaced,85,mean,31.3228,0.926
FL_to_SRI_defaced,85,median,33.8913,0.9371
FL_to_SRI_defaced,86,gaussian,30.2317,0.9216
FL_to_SRI_defaced,86,mean,30.7217,0.9183
FL_to_SRI_defaced,86,median,33.2461,0.9297
T2_to_SRI_defaced,67,gaussian,33.0376,0.9582
T2_to_SRI_defaced,67,mean,33.5562,0.9617
T2_to_SRI_defaced,67,median,35.6988,0.9731
T2_to_SRI_defaced,68,gaussian,33.1696,0.9592
T2_to_SRI_defaced,68,mean,33.6927,0.9628
T2_to_SRI_defaced,68,median,35.9084,0.9742
T2_to_SRI_defaced,69,gaussian,33.0214,0.9588
T2_to_SRI_defaced,69,mean,33.5244,0.9622
T2_to_SRI_defaced,69,median,35.818,0.9741
T2_to_SRI_defaced,70,gaussian,32.5732,0.9568
T2_to_SRI_defaced,70,mean,33.0461,0.9602
T2_to_SRI_defaced,70,median,35.406,0.9733
T2_to_SRI_defaced,71,gaussian,31.9349,0.9538
T2_to_SRI_defaced,71,mean,32.3828,0.9575
T2_to_SRI_defaced,71,median,34.6844,0.9712
T2_to_SRI_defaced,72,gaussian,31.5705,0.9521
T2_to_SRI_defaced,72,mean,32.0505,0.9561
T2_to_SRI_defaced,72,median,34.3018,0.97
T2_to_SRI_defaced,73,gaussian,31.3534,0.9525
T2_to_SRI_defaced,73,mean,31.85,0.9566
T2_to_SRI_defaced,73,median,34.1491,0.9706
T2_to_SRI_defaced,74,gaussian,31.6309,0.9557
T2_to_SRI_defaced,74,mean,32.2066,0.9601
T2_to_SRI_defaced,74,median,34.7618,0.9735
T2_to_SRI_defaced,75,gaussian,32.1487,0.959
T2_to_SRI_defaced,75,mean,32.8437,0.9634
T2_to_SRI_defaced,75,median,35.4516,0.9753
T2_to_SRI_defaced,76,gaussian,32.2462,0.9596
T2_to_SRI_defaced,76,mean,32.9842,0.9641
T2_to_SRI_defaced,76,median,35.6651,0.9756
T2_to_SRI_defaced,77,gaussian,32.2343,0.9593
T2_to_SRI_defaced,77,mean,32.9801,0.9636
T2_to_SRI_defaced,77,median,35.7476,0.9754
T2_to_SRI_defaced,78,gaussian,32.3122,0.9584
T2_to_SRI_defaced,78,mean,33.032,0.9627
T2_to_SRI_defaced,78,median,35.7468,0.9746
T2_to_SRI_defaced,79,gaussian,32.222,0.9567
T2_to_SRI_defaced,79,mean,32.8981,0.9609
T2_to_SRI_defaced,79,median,35.544,0.9733
T2_to_SRI_defaced,80,gaussian,32.5797,0.9569
T2_to_SRI_defaced,80,mean,33.2446,0.9611
T2_to_SRI_defaced,80,median,35.979,0.9738
T2_to_SRI_defaced,81,gaussian,32.7339,0.9586
T2_to_SRI_defaced,81,mean,33.4269,0.9627
T2_to_SRI_defaced,81,median,36.3982,0.9754
T2_to_SRI_defaced,82,gaussian,33.289,0.9619
T2_to_SRI_defaced,82,mean,34.0492,0.9658
T2_to_SRI_defaced,82,median,37.1976,0.9777
T2_to_SRI_defaced,83,gaussian,33.6728,0.9644
T2_to_SRI_defaced,83,mean,34.4932,0.9683
T2_to_SRI_defaced,83,median,37.7499,0.9793
T2_to_SRI_defaced,84,gaussian,33.7847,0.9659
T2_to_SRI_defaced,84,mean,34.6398,0.9698
T2_to_SRI_defaced,84,median,37.9726,0.9803
T2_to_SRI_defaced,85,gaussian,33.5567,0.966
T2_to_SRI_defaced,85,mean,34.4062,0.9699
T2_to_SRI_defaced,85,median,37.5967,0.9803
T2_to_SRI_defaced,86,gaussian,32.995,0.9645
T2_to_SRI_defaced,86,mean,33.801,0.9686
T2_to_SRI_defaced,86,median,36.765,0.979
T1CE_to_SRI_defaced,67,gaussian,31.9288,0.9571
T1CE_to_SRI_defaced,67,mean,32.6466,0.9594
T1CE_to_SRI_defaced,67,median,35.5002,0.9704
T1CE_to_SRI_defaced,68,gaussian,31.7797,0.9564
T1CE_to_SRI_defaced,68,mean,32.4606,0.9587
T1CE_to_SRI_defaced,68,median,35.1329,0.9694
T1CE_to_SRI_defaced,69,gaussian,31.6228,0.956
T1CE_to_SRI_defaced,69,mean,32.2886,0.9584
T1CE_to_SRI_defaced,69,median,34.9277,0.9694
T1CE_to_SRI_defaced,70,gaussian,31.4179,0.9553
T1CE_to_SRI_defaced,70,mean,32.0724,0.9578
T1CE_to_SRI_defaced,70,median,34.8027,0.9695
T1CE_to_SRI_defaced,71,gaussian,31.0136,0.9534
